idx,project,filename,window_start,window_end,label,logits
2044,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,15.0,20.0,orca_call,0.9836185
2050,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,45.0,50.0,orca_call,0.48656148
2059,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,90.0,95.0,orca_call,0.45076907
2064,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,115.0,120.0,orca_call,0.5646559
2067,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,130.0,135.0,orca_call,1.1144861
2070,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,145.0,150.0,orca_call,1.042953
2071,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,150.0,155.0,orca_call,1.2098769
2072,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,155.0,160.0,orca_call,2.5690007
2074,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,165.0,170.0,orca_call,0.16937123
2075,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,170.0,175.0,orca_call,0.6675972
2079,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,190.0,195.0,orca_call,1.0432965
2087,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,230.0,235.0,orca_call,0.6316068
2095,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,270.0,275.0,orca_call,0.30012047
2118,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,385.0,390.0,orca_call,2.2849238
2145,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,520.0,525.0,orca_call,0.8754966
2148,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,535.0,540.0,orca_call,0.6191491
2150,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,545.0,550.0,orca_call,1.6220392
2151,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,550.0,555.0,orca_call,0.3162713
2155,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,570.0,575.0,orca_call,2.3453085
2156,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,575.0,580.0,orca_call,2.560672
2160,MARS_20160501_20160531_32kHz,MARS_20160512_044934_resampled_32kHz.wav,595.0,600.0,orca_call,0.5416498
4576,MARS_20160501_20160531_32kHz,MARS_20160523_142004_resampled_32kHz.wav,75.0,80.0,orca_call,0.17553021
6408,MARS_20160501_20160531_32kHz,MARS_20160507_144516_resampled_32kHz.wav,235.0,240.0,orca_call,1.2254684
16014,MARS_20160501_20160531_32kHz,MARS_20160522_124005_resampled_32kHz.wav,265.0,270.0,orca_call,0.38556725
16483,MARS_20160501_20160531_32kHz,MARS_20160510_053203_resampled_32kHz.wav,210.0,215.0,orca_call,0.09493552
16484,MARS_20160501_20160531_32kHz,MARS_20160510_053203_resampled_32kHz.wav,215.0,220.0,orca_call,0.47486418
16856,MARS_20160501_20160531_32kHz,MARS_20160529_115351_resampled_32kHz.wav,275.0,280.0,orca_call,0.1252294
20568,MARS_20160501_20160531_32kHz,MARS_20160512_052934_resampled_32kHz.wav,100.0,105.0,orca_call,0.25976336
22575,MARS_20160501_20160531_32kHz,MARS_20160509_231203_resampled_32kHz.wav,535.0,540.0,orca_call,0.6259403
22576,MARS_20160501_20160531_32kHz,MARS_20160509_231203_resampled_32kHz.wav,540.0,545.0,orca_call,1.8401866
22840,MARS_20160501_20160531_32kHz,MARS_20160504_182939_resampled_32kHz.wav,60.0,65.0,orca_call,0.36774468
22843,MARS_20160501_20160531_32kHz,MARS_20160504_182939_resampled_32kHz.wav,75.0,80.0,orca_call,0.39566022
22845,MARS_20160501_20160531_32kHz,MARS_20160504_182939_resampled_32kHz.wav,85.0,90.0,orca_call,0.18730511
24276,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,40.0,45.0,orca_call,0.50483996
24278,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,50.0,55.0,orca_call,4.1394243
24291,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,115.0,120.0,orca_call,1.5372007
24292,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,120.0,125.0,orca_call,0.1068095
24306,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,190.0,195.0,orca_call,0.9112059
24308,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,200.0,205.0,orca_call,1.3600572
24322,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,270.0,275.0,orca_call,1.4272101
24328,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,300.0,305.0,orca_call,3.0998929
24335,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,335.0,340.0,orca_call,0.021958262
24337,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,345.0,350.0,orca_call,2.1241245
24348,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,400.0,405.0,orca_call,0.27449107
24353,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,425.0,430.0,orca_call,0.55869484
24355,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,435.0,440.0,orca_call,1.728718
24356,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,440.0,445.0,orca_call,3.0732396
24367,MARS_20160501_20160531_32kHz,MARS_20160508_095515_resampled_32kHz.wav,495.0,500.0,orca_call,0.5746496
25012,MARS_20160501_20160531_32kHz,MARS_20160506_072836_resampled_32kHz.wav,120.0,125.0,orca_call,0.0492547
25066,MARS_20160501_20160531_32kHz,MARS_20160506_072836_resampled_32kHz.wav,390.0,395.0,orca_call,1.7896371
27396,MARS_20160501_20160531_32kHz,MARS_20160508_081515_resampled_32kHz.wav,40.0,45.0,orca_call,0.50878006
27397,MARS_20160501_20160531_32kHz,MARS_20160508_081515_resampled_32kHz.wav,45.0,50.0,orca_call,1.266437
27417,MARS_20160501_20160531_32kHz,MARS_20160508_081515_resampled_32kHz.wav,145.0,150.0,orca_call,1.3956625
27442,MARS_20160501_20160531_32kHz,MARS_20160508_081515_resampled_32kHz.wav,270.0,275.0,orca_call,1.4100097
31068,MARS_20160501_20160531_32kHz,MARS_20160507_161516_resampled_32kHz.wav,400.0,405.0,orca_call,0.41593295
31083,MARS_20160501_20160531_32kHz,MARS_20160507_161516_resampled_32kHz.wav,475.0,480.0,orca_call,0.22437666
31594,MARS_20160501_20160531_32kHz,MARS_20160522_202005_resampled_32kHz.wav,30.0,35.0,orca_call,0.8046521
31622,MARS_20160501_20160531_32kHz,MARS_20160522_202005_resampled_32kHz.wav,170.0,175.0,orca_call,0.29084593
31641,MARS_20160501_20160531_32kHz,MARS_20160522_202005_resampled_32kHz.wav,265.0,270.0,orca_call,0.2156304
31663,MARS_20160501_20160531_32kHz,MARS_20160522_202005_resampled_32kHz.wav,375.0,380.0,orca_call,0.19876929
31665,MARS_20160501_20160531_32kHz,MARS_20160522_202005_resampled_32kHz.wav,385.0,390.0,orca_call,1.7839804
31667,MARS_20160501_20160531_32kHz,MARS_20160522_202005_resampled_32kHz.wav,395.0,400.0,orca_call,0.38153714
31671,MARS_20160501_20160531_32kHz,MARS_20160522_202005_resampled_32kHz.wav,415.0,420.0,orca_call,0.64687735
31679,MARS_20160501_20160531_32kHz,MARS_20160522_202005_resampled_32kHz.wav,455.0,460.0,orca_call,0.82299435
31685,MARS_20160501_20160531_32kHz,MARS_20160522_202005_resampled_32kHz.wav,485.0,490.0,orca_call,0.6813731
31690,MARS_20160501_20160531_32kHz,MARS_20160522_202005_resampled_32kHz.wav,510.0,515.0,orca_call,1.4825699
31693,MARS_20160501_20160531_32kHz,MARS_20160522_202005_resampled_32kHz.wav,525.0,530.0,orca_call,0.22101067
32927,MARS_20160501_20160531_32kHz,MARS_20160529_065351_resampled_32kHz.wav,95.0,100.0,orca_call,0.21071474
33111,MARS_20160501_20160531_32kHz,MARS_20160523_132004_resampled_32kHz.wav,415.0,420.0,orca_call,1.805426
36508,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,0.0,5.0,orca_call,1.0816088
36509,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,5.0,10.0,orca_call,2.0239832
36511,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,15.0,20.0,orca_call,1.6061605
36512,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,20.0,25.0,orca_call,2.5488367
36513,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,25.0,30.0,orca_call,3.0173416
36514,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,30.0,35.0,orca_call,2.7107787
36515,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,35.0,40.0,orca_call,2.9517922
36516,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,40.0,45.0,orca_call,0.6194781
36517,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,45.0,50.0,orca_call,1.4352843
36522,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,70.0,75.0,orca_call,1.9399643
36523,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,75.0,80.0,orca_call,3.1233206
36525,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,85.0,90.0,orca_call,2.4945784
36526,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,90.0,95.0,orca_call,3.5597317
36528,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,100.0,105.0,orca_call,1.5218391
36530,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,110.0,115.0,orca_call,0.02335596
36531,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,115.0,120.0,orca_call,0.55725914
36533,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,125.0,130.0,orca_call,1.7702817
36534,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,130.0,135.0,orca_call,0.30614597
36537,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,145.0,150.0,orca_call,1.334554
36538,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,150.0,155.0,orca_call,3.218698
36539,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,155.0,160.0,orca_call,0.0011628568
36542,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,170.0,175.0,orca_call,1.965646
36543,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,175.0,180.0,orca_call,2.6497595
36544,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,180.0,185.0,orca_call,3.8324723
36545,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,185.0,190.0,orca_call,4.507625
36546,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,190.0,195.0,orca_call,2.0906408
36547,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,195.0,200.0,orca_call,0.04411201
36548,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,200.0,205.0,orca_call,2.970543
36549,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,205.0,210.0,orca_call,2.313853
36550,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,210.0,215.0,orca_call,0.08781491
36552,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,220.0,225.0,orca_call,1.7496891
36554,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,230.0,235.0,orca_call,0.94407654
36555,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,235.0,240.0,orca_call,2.197861
36556,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,240.0,245.0,orca_call,1.4581369
36559,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,255.0,260.0,orca_call,0.83806854
36561,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,265.0,270.0,orca_call,1.4464849
36562,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,270.0,275.0,orca_call,1.6899472
36563,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,275.0,280.0,orca_call,0.4118961
36564,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,280.0,285.0,orca_call,1.7166181
36566,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,290.0,295.0,orca_call,0.09836787
36567,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,295.0,300.0,orca_call,1.0295655
36568,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,300.0,305.0,orca_call,0.99707544
36569,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,305.0,310.0,orca_call,2.6012645
36570,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,310.0,315.0,orca_call,0.6325997
36573,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,325.0,330.0,orca_call,1.8635021
36574,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,330.0,335.0,orca_call,3.717064
36575,MARS_20160501_20160531_32kHz,MARS_20160512_070934_resampled_32kHz.wav,335.0,340.0,orca_call,1.350868
