idx,project,filename,window_start,window_end,label,logits
605,MARS_20170301_20170331_32kHz,MARS_20170312_190107_resampled_32kHz.wav,20.0,25.0,orca_call,0.3650081
606,MARS_20170301_20170331_32kHz,MARS_20170312_190107_resampled_32kHz.wav,25.0,30.0,orca_call,0.014785148
6781,MARS_20170301_20170331_32kHz,MARS_20170310_044106_resampled_32kHz.wav,300.0,305.0,orca_call,2.3750215
15140,MARS_20170301_20170331_32kHz,MARS_20170319_150106_resampled_32kHz.wav,95.0,100.0,orca_call,0.8136925
15141,MARS_20170301_20170331_32kHz,MARS_20170319_150106_resampled_32kHz.wav,100.0,105.0,orca_call,0.4574384
28848,MARS_20170301_20170331_32kHz,MARS_20170312_150107_resampled_32kHz.wav,235.0,240.0,orca_call,1.0412045
29888,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,35.0,40.0,orca_call,0.26787388
29896,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,75.0,80.0,orca_call,0.4147404
29900,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,95.0,100.0,orca_call,0.21068126
29903,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,110.0,115.0,orca_call,0.15046415
29920,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,195.0,200.0,orca_call,0.6176047
29921,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,200.0,205.0,orca_call,0.4269876
29922,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,205.0,210.0,orca_call,0.72256905
29924,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,215.0,220.0,orca_call,0.69669014
29926,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,225.0,230.0,orca_call,0.23401675
29927,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,230.0,235.0,orca_call,0.7814481
29928,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,235.0,240.0,orca_call,1.3149444
29931,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,250.0,255.0,orca_call,0.70286417
29940,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,295.0,300.0,orca_call,0.21192893
29951,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,350.0,355.0,orca_call,1.3804741
29952,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,355.0,360.0,orca_call,0.5490062
29998,MARS_20170301_20170331_32kHz,MARS_20170314_151105_resampled_32kHz.wav,585.0,590.0,orca_call,0.94689107
33494,MARS_20170301_20170331_32kHz,MARS_20170309_154108_resampled_32kHz.wav,65.0,70.0,orca_call,0.16042218
38506,MARS_20170301_20170331_32kHz,MARS_20170304_143106_resampled_32kHz.wav,525.0,530.0,orca_call,0.52498144
53526,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,25.0,30.0,orca_call,0.63724005
53527,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,30.0,35.0,orca_call,0.23691794
53534,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,65.0,70.0,orca_call,0.78632045
53535,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,70.0,75.0,orca_call,0.2544061
53544,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,115.0,120.0,orca_call,0.4533205
53549,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,140.0,145.0,orca_call,0.35335284
53553,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,160.0,165.0,orca_call,0.6436501
53555,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,170.0,175.0,orca_call,0.9251046
53558,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,185.0,190.0,orca_call,0.3166481
53559,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,190.0,195.0,orca_call,0.32736635
53560,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,195.0,200.0,orca_call,0.068113886
53566,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,225.0,230.0,orca_call,0.11635434
53572,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,255.0,260.0,orca_call,0.632667
53575,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,270.0,275.0,orca_call,1.3725077
53595,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,370.0,375.0,orca_call,0.38693935
53600,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,395.0,400.0,orca_call,0.25946474
53610,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,445.0,450.0,orca_call,0.17946842
53611,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,450.0,455.0,orca_call,0.124566205
53612,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,455.0,460.0,orca_call,0.09622166
53621,MARS_20170301_20170331_32kHz,MARS_20170314_150105_resampled_32kHz.wav,500.0,505.0,orca_call,0.07198054
65220,MARS_20170301_20170331_32kHz,MARS_20170309_113108_resampled_32kHz.wav,295.0,300.0,orca_call,0.7291834
81185,MARS_20170301_20170331_32kHz,MARS_20170314_154105_resampled_32kHz.wav,320.0,325.0,orca_call,0.6283727
82131,MARS_20170301_20170331_32kHz,MARS_20170305_074106_resampled_32kHz.wav,250.0,255.0,orca_call,2.1190214
82132,MARS_20170301_20170331_32kHz,MARS_20170305_074106_resampled_32kHz.wav,255.0,260.0,orca_call,1.4445318
84075,MARS_20170301_20170331_32kHz,MARS_20170304_213106_resampled_32kHz.wav,370.0,375.0,orca_call,0.1874541
92904,MARS_20170301_20170331_32kHz,MARS_20170306_145107_resampled_32kHz.wav,115.0,120.0,orca_call,0.22421321
101775,MARS_20170301_20170331_32kHz,MARS_20170309_193109_resampled_32kHz.wav,70.0,75.0,orca_call,0.33069193
101776,MARS_20170301_20170331_32kHz,MARS_20170309_193109_resampled_32kHz.wav,75.0,80.0,orca_call,0.45069015
121971,MARS_20170301_20170331_32kHz,MARS_20170310_153106_resampled_32kHz.wav,250.0,255.0,orca_call,0.13267285
123822,MARS_20170301_20170331_32kHz,MARS_20170309_195109_resampled_32kHz.wav,505.0,510.0,orca_call,0.23315802
133141,MARS_20170301_20170331_32kHz,MARS_20170307_183108_resampled_32kHz.wav,300.0,305.0,orca_call,0.1834153
133329,MARS_20170301_20170331_32kHz,MARS_20170305_013106_resampled_32kHz.wav,40.0,45.0,orca_call,0.29717374
134120,MARS_20170301_20170331_32kHz,MARS_20170316_071106_resampled_32kHz.wav,395.0,400.0,orca_call,0.38768244
155809,MARS_20170301_20170331_32kHz,MARS_20170308_143108_resampled_32kHz.wav,240.0,245.0,orca_call,0.34694618
170355,MARS_20170301_20170331_32kHz,MARS_20170314_140105_resampled_32kHz.wav,370.0,375.0,orca_call,0.36340824
170379,MARS_20170301_20170331_32kHz,MARS_20170314_140105_resampled_32kHz.wav,490.0,495.0,orca_call,0.46656746
175321,MARS_20170301_20170331_32kHz,MARS_20170309_183109_resampled_32kHz.wav,0.0,5.0,orca_call,0.511892
180491,MARS_20170301_20170331_32kHz,MARS_20170314_155105_resampled_32kHz.wav,50.0,55.0,orca_call,1.0709624
180500,MARS_20170301_20170331_32kHz,MARS_20170314_155105_resampled_32kHz.wav,95.0,100.0,orca_call,0.52614665
180503,MARS_20170301_20170331_32kHz,MARS_20170314_155105_resampled_32kHz.wav,110.0,115.0,orca_call,0.5884138
180509,MARS_20170301_20170331_32kHz,MARS_20170314_155105_resampled_32kHz.wav,140.0,145.0,orca_call,0.18595895
180562,MARS_20170301_20170331_32kHz,MARS_20170314_155105_resampled_32kHz.wav,405.0,410.0,orca_call,0.31816667
180583,MARS_20170301_20170331_32kHz,MARS_20170314_155105_resampled_32kHz.wav,510.0,515.0,orca_call,0.51669186
180584,MARS_20170301_20170331_32kHz,MARS_20170314_155105_resampled_32kHz.wav,515.0,520.0,orca_call,0.9400358
180589,MARS_20170301_20170331_32kHz,MARS_20170314_155105_resampled_32kHz.wav,540.0,545.0,orca_call,0.53227234
