idx,project,filename,window_start,window_end,label,logits
2724,MARS_20170801_20170831_32kHz,MARS_20170805_091723_resampled_32kHz.wav,415.0,420.0,orca_call,0.17568336
11587,MARS_20170801_20170831_32kHz,MARS_20170821_235722_resampled_32kHz.wav,330.0,335.0,orca_call,0.6672177
11588,MARS_20170801_20170831_32kHz,MARS_20170821_235722_resampled_32kHz.wav,335.0,340.0,orca_call,1.3535433
11597,MARS_20170801_20170831_32kHz,MARS_20170821_235722_resampled_32kHz.wav,380.0,385.0,orca_call,0.37939256
11603,MARS_20170801_20170831_32kHz,MARS_20170821_235722_resampled_32kHz.wav,410.0,415.0,orca_call,0.63903606
11617,MARS_20170801_20170831_32kHz,MARS_20170821_235722_resampled_32kHz.wav,480.0,485.0,orca_call,1.1489465
11618,MARS_20170801_20170831_32kHz,MARS_20170821_235722_resampled_32kHz.wav,485.0,490.0,orca_call,2.1480567
11619,MARS_20170801_20170831_32kHz,MARS_20170821_235722_resampled_32kHz.wav,490.0,495.0,orca_call,1.9687932
11620,MARS_20170801_20170831_32kHz,MARS_20170821_235722_resampled_32kHz.wav,495.0,500.0,orca_call,0.18910377
11635,MARS_20170801_20170831_32kHz,MARS_20170821_235722_resampled_32kHz.wav,570.0,575.0,orca_call,1.2716826
11639,MARS_20170801_20170831_32kHz,MARS_20170821_235722_resampled_32kHz.wav,590.0,595.0,orca_call,0.27158368
54642,MARS_20170801_20170831_32kHz,MARS_20170817_151723_resampled_32kHz.wav,335.0,340.0,orca_call,0.56449056
91266,MARS_20170801_20170831_32kHz,MARS_20170815_163723_resampled_32kHz.wav,300.0,305.0,orca_call,0.04639262
91731,MARS_20170801_20170831_32kHz,MARS_20170822_081723_resampled_32kHz.wav,225.0,230.0,orca_call,1.1952546
91733,MARS_20170801_20170831_32kHz,MARS_20170822_081723_resampled_32kHz.wav,235.0,240.0,orca_call,0.9636595
91768,MARS_20170801_20170831_32kHz,MARS_20170822_081723_resampled_32kHz.wav,410.0,415.0,orca_call,4.127139
92181,MARS_20170801_20170831_32kHz,MARS_20170822_084723_resampled_32kHz.wav,75.0,80.0,orca_call,0.18650113
92234,MARS_20170801_20170831_32kHz,MARS_20170822_084723_resampled_32kHz.wav,340.0,345.0,orca_call,2.044869
92667,MARS_20170801_20170831_32kHz,MARS_20170805_092723_resampled_32kHz.wav,105.0,110.0,orca_call,0.07997613
96628,MARS_20170801_20170831_32kHz,MARS_20170822_065722_resampled_32kHz.wav,110.0,115.0,orca_call,0.543996
96651,MARS_20170801_20170831_32kHz,MARS_20170822_065722_resampled_32kHz.wav,225.0,230.0,orca_call,0.064683154
104927,MARS_20170801_20170831_32kHz,MARS_20170822_083723_resampled_32kHz.wav,205.0,210.0,orca_call,1.6718011
104928,MARS_20170801_20170831_32kHz,MARS_20170822_083723_resampled_32kHz.wav,210.0,215.0,orca_call,0.7055796
107170,MARS_20170801_20170831_32kHz,MARS_20170821_230723_resampled_32kHz.wav,20.0,25.0,orca_call,1.3836956
107172,MARS_20170801_20170831_32kHz,MARS_20170821_230723_resampled_32kHz.wav,30.0,35.0,orca_call,0.14340977
107640,MARS_20170801_20170831_32kHz,MARS_20170821_232723_resampled_32kHz.wav,570.0,575.0,orca_call,0.05674319
107645,MARS_20170801_20170831_32kHz,MARS_20170821_232723_resampled_32kHz.wav,595.0,600.0,orca_call,1.3999113
139092,MARS_20170801_20170831_32kHz,MARS_20170822_002722_resampled_32kHz.wav,30.0,35.0,orca_call,0.50699776
139094,MARS_20170801_20170831_32kHz,MARS_20170822_002722_resampled_32kHz.wav,40.0,45.0,orca_call,0.024333492
141957,MARS_20170801_20170831_32kHz,MARS_20170822_070722_resampled_32kHz.wav,555.0,560.0,orca_call,0.69200337
141962,MARS_20170801_20170831_32kHz,MARS_20170822_070722_resampled_32kHz.wav,580.0,585.0,orca_call,1.1958634
148817,MARS_20170801_20170831_32kHz,MARS_20170823_100723_resampled_32kHz.wav,55.0,60.0,orca_call,0.32038605
164736,MARS_20170801_20170831_32kHz,MARS_20170831_041022_resampled_32kHz.wav,450.0,455.0,orca_call,1.0446092
164752,MARS_20170801_20170831_32kHz,MARS_20170831_041022_resampled_32kHz.wav,530.0,535.0,orca_call,0.034957573
164756,MARS_20170801_20170831_32kHz,MARS_20170831_041022_resampled_32kHz.wav,550.0,555.0,orca_call,0.8161612
164758,MARS_20170801_20170831_32kHz,MARS_20170831_041022_resampled_32kHz.wav,560.0,565.0,orca_call,0.6451698
164762,MARS_20170801_20170831_32kHz,MARS_20170831_041022_resampled_32kHz.wav,580.0,585.0,orca_call,0.654909
171150,MARS_20170801_20170831_32kHz,MARS_20170806_073722_resampled_32kHz.wav,120.0,125.0,orca_call,0.10666789
171461,MARS_20170801_20170831_32kHz,MARS_20170825_192723_resampled_32kHz.wav,475.0,480.0,orca_call,1.6185801
171465,MARS_20170801_20170831_32kHz,MARS_20170825_192723_resampled_32kHz.wav,495.0,500.0,orca_call,1.9783347
171468,MARS_20170801_20170831_32kHz,MARS_20170825_192723_resampled_32kHz.wav,510.0,515.0,orca_call,2.874849
171478,MARS_20170801_20170831_32kHz,MARS_20170825_192723_resampled_32kHz.wav,560.0,565.0,orca_call,3.8712041
171479,MARS_20170801_20170831_32kHz,MARS_20170825_192723_resampled_32kHz.wav,565.0,570.0,orca_call,3.176603
172086,MARS_20170801_20170831_32kHz,MARS_20170810_131723_resampled_32kHz.wav,0.0,5.0,orca_call,0.15410976
172203,MARS_20170801_20170831_32kHz,MARS_20170810_131723_resampled_32kHz.wav,585.0,590.0,orca_call,0.20852391
206553,MARS_20170801_20170831_32kHz,MARS_20170822_090723_resampled_32kHz.wav,135.0,140.0,orca_call,0.04249908
206554,MARS_20170801_20170831_32kHz,MARS_20170822_090723_resampled_32kHz.wav,140.0,145.0,orca_call,0.28601223
206568,MARS_20170801_20170831_32kHz,MARS_20170822_090723_resampled_32kHz.wav,210.0,215.0,orca_call,0.12829898
211485,MARS_20170801_20170831_32kHz,MARS_20170805_093723_resampled_32kHz.wav,195.0,200.0,orca_call,0.17778544
213041,MARS_20170801_20170831_32kHz,MARS_20170821_225723_resampled_32kHz.wav,175.0,180.0,orca_call,0.047197834
213049,MARS_20170801_20170831_32kHz,MARS_20170821_225723_resampled_32kHz.wav,215.0,220.0,orca_call,1.5600027
213054,MARS_20170801_20170831_32kHz,MARS_20170821_225723_resampled_32kHz.wav,240.0,245.0,orca_call,1.2902241
213056,MARS_20170801_20170831_32kHz,MARS_20170821_225723_resampled_32kHz.wav,250.0,255.0,orca_call,1.5932019
213059,MARS_20170801_20170831_32kHz,MARS_20170821_225723_resampled_32kHz.wav,265.0,270.0,orca_call,0.52482814
213096,MARS_20170801_20170831_32kHz,MARS_20170821_225723_resampled_32kHz.wav,450.0,455.0,orca_call,0.7718674
218544,MARS_20170801_20170831_32kHz,MARS_20170831_060022_resampled_32kHz.wav,90.0,95.0,orca_call,0.36409545
229843,MARS_20170801_20170831_32kHz,MARS_20170831_061022_resampled_32kHz.wav,185.0,190.0,orca_call,0.3397116
246259,MARS_20170801_20170831_32kHz,MARS_20170822_073723_resampled_32kHz.wav,65.0,70.0,orca_call,1.5746627
246262,MARS_20170801_20170831_32kHz,MARS_20170822_073723_resampled_32kHz.wav,80.0,85.0,orca_call,0.7257257
246347,MARS_20170801_20170831_32kHz,MARS_20170822_073723_resampled_32kHz.wav,505.0,510.0,orca_call,0.73410827
250074,MARS_20170801_20170831_32kHz,MARS_20170821_224723_resampled_32kHz.wav,540.0,545.0,orca_call,0.0017179996
252905,MARS_20170801_20170831_32kHz,MARS_20170818_052722_resampled_32kHz.wav,295.0,300.0,orca_call,0.5590653
256806,MARS_20170801_20170831_32kHz,MARS_20170829_163347_resampled_32kHz.wav,0.0,5.0,orca_call,0.11494446
256823,MARS_20170801_20170831_32kHz,MARS_20170829_163347_resampled_32kHz.wav,85.0,90.0,orca_call,0.03362313
256825,MARS_20170801_20170831_32kHz,MARS_20170829_163347_resampled_32kHz.wav,95.0,100.0,orca_call,0.16491155
259833,MARS_20170801_20170831_32kHz,MARS_20170821_233723_resampled_32kHz.wav,5.0,10.0,orca_call,1.1985214
259837,MARS_20170801_20170831_32kHz,MARS_20170821_233723_resampled_32kHz.wav,25.0,30.0,orca_call,0.82386595
259846,MARS_20170801_20170831_32kHz,MARS_20170821_233723_resampled_32kHz.wav,70.0,75.0,orca_call,0.16731508
259854,MARS_20170801_20170831_32kHz,MARS_20170821_233723_resampled_32kHz.wav,110.0,115.0,orca_call,0.5812704
259864,MARS_20170801_20170831_32kHz,MARS_20170821_233723_resampled_32kHz.wav,160.0,165.0,orca_call,0.20494162
259867,MARS_20170801_20170831_32kHz,MARS_20170821_233723_resampled_32kHz.wav,175.0,180.0,orca_call,0.3298524
259876,MARS_20170801_20170831_32kHz,MARS_20170821_233723_resampled_32kHz.wav,220.0,225.0,orca_call,0.55374926
259878,MARS_20170801_20170831_32kHz,MARS_20170821_233723_resampled_32kHz.wav,230.0,235.0,orca_call,0.56438434
259925,MARS_20170801_20170831_32kHz,MARS_20170821_233723_resampled_32kHz.wav,465.0,470.0,orca_call,0.20685534
259939,MARS_20170801_20170831_32kHz,MARS_20170821_233723_resampled_32kHz.wav,535.0,540.0,orca_call,0.43750054
259941,MARS_20170801_20170831_32kHz,MARS_20170821_233723_resampled_32kHz.wav,545.0,550.0,orca_call,2.6570976
291257,MARS_20170801_20170831_32kHz,MARS_20170807_172723_resampled_32kHz.wav,520.0,525.0,orca_call,0.07689522
300238,MARS_20170801_20170831_32kHz,MARS_20170805_124723_resampled_32kHz.wav,425.0,430.0,orca_call,0.2747848
307475,MARS_20170801_20170831_32kHz,MARS_20170804_053722_resampled_32kHz.wav,10.0,15.0,orca_call,0.08198835
347631,MARS_20170801_20170831_32kHz,MARS_20170802_013722_resampled_32kHz.wav,390.0,395.0,orca_call,0.8704537
374532,MARS_20170801_20170831_32kHz,MARS_20170822_085723_resampled_32kHz.wav,380.0,385.0,orca_call,3.0013106
374538,MARS_20170801_20170831_32kHz,MARS_20170822_085723_resampled_32kHz.wav,410.0,415.0,orca_call,1.0449165
