idx,project,filename,window_start,window_end,label,logits
65,MARS_20170101_20170131_32kHz,MARS_20170128_220426_resampled_32kHz.wav,320.0,325.0,orca_call,0.30815977
14712,MARS_20170101_20170131_32kHz,MARS_20170131_081427_resampled_32kHz.wav,355.0,360.0,orca_call,0.5246446
19490,MARS_20170101_20170131_32kHz,MARS_20170117_012030_resampled_32kHz.wav,245.0,250.0,orca_call,1.2218337
25561,MARS_20170101_20170131_32kHz,MARS_20170130_044428_resampled_32kHz.wav,0.0,5.0,orca_call,3.2083468
25568,MARS_20170101_20170131_32kHz,MARS_20170130_044428_resampled_32kHz.wav,35.0,40.0,orca_call,0.3743739
33975,MARS_20170101_20170131_32kHz,MARS_20170110_085037_resampled_32kHz.wav,70.0,75.0,orca_call,0.17428781
33977,MARS_20170101_20170131_32kHz,MARS_20170110_085037_resampled_32kHz.wav,80.0,85.0,orca_call,0.29092765
33979,MARS_20170101_20170131_32kHz,MARS_20170110_085037_resampled_32kHz.wav,90.0,95.0,orca_call,0.47139132
48436,MARS_20170101_20170131_32kHz,MARS_20170131_040427_resampled_32kHz.wav,375.0,380.0,orca_call,0.62838376
50813,MARS_20170101_20170131_32kHz,MARS_20170128_213426_resampled_32kHz.wav,260.0,265.0,orca_call,1.0980234
50820,MARS_20170101_20170131_32kHz,MARS_20170128_213426_resampled_32kHz.wav,295.0,300.0,orca_call,0.49316627
58797,MARS_20170101_20170131_32kHz,MARS_20170109_195038_resampled_32kHz.wav,580.0,585.0,orca_call,0.6996624
62811,MARS_20170101_20170131_32kHz,MARS_20170128_233426_resampled_32kHz.wav,250.0,255.0,orca_call,0.18929349
66021,MARS_20170101_20170131_32kHz,MARS_20170110_165037_resampled_32kHz.wav,100.0,105.0,orca_call,0.80526155
66038,MARS_20170101_20170131_32kHz,MARS_20170110_165037_resampled_32kHz.wav,185.0,190.0,orca_call,0.04870625
