idx,project,filename,window_start,window_end,label,logits
23969,MARS_20160801_20160831_32kHz,MARS_20160816_233626_resampled_32kHz.wav,440.0,445.0,orca_call,0.019372575
24441,MARS_20160801_20160831_32kHz,MARS_20160812_103624_resampled_32kHz.wav,400.0,405.0,orca_call,0.18637928
24479,MARS_20160801_20160831_32kHz,MARS_20160812_103624_resampled_32kHz.wav,590.0,595.0,orca_call,0.041957594
27514,MARS_20160801_20160831_32kHz,MARS_20160810_133626_resampled_32kHz.wav,165.0,170.0,orca_call,0.11982294
43672,MARS_20160801_20160831_32kHz,MARS_20160828_051336_resampled_32kHz.wav,555.0,560.0,orca_call,0.29246515
53280,MARS_20160801_20160831_32kHz,MARS_20160810_160626_resampled_32kHz.wav,595.0,600.0,orca_call,0.040404893
56914,MARS_20160801_20160831_32kHz,MARS_20160812_132624_resampled_32kHz.wav,165.0,170.0,orca_call,0.7982164
57163,MARS_20160801_20160831_32kHz,MARS_20160827_022337_resampled_32kHz.wav,210.0,215.0,orca_call,0.16483194
62027,MARS_20160801_20160831_32kHz,MARS_20160812_085624_resampled_32kHz.wav,530.0,535.0,orca_call,0.05856774
63787,MARS_20160801_20160831_32kHz,MARS_20160828_044336_resampled_32kHz.wav,330.0,335.0,orca_call,0.3875864
63805,MARS_20160801_20160831_32kHz,MARS_20160828_044336_resampled_32kHz.wav,420.0,425.0,orca_call,0.01242464
64436,MARS_20160801_20160831_32kHz,MARS_20160812_162624_resampled_32kHz.wav,575.0,580.0,orca_call,0.15265092
81773,MARS_20160801_20160831_32kHz,MARS_20160816_172626_resampled_32kHz.wav,260.0,265.0,orca_call,0.3467555
90063,MARS_20160801_20160831_32kHz,MARS_20160825_105319_resampled_32kHz.wav,310.0,315.0,orca_call,0.22457495
96122,MARS_20160801_20160831_32kHz,MARS_20160812_145624_resampled_32kHz.wav,5.0,10.0,orca_call,0.09290183
103973,MARS_20160801_20160831_32kHz,MARS_20160812_171624_resampled_32kHz.wav,260.0,265.0,orca_call,0.4807129
110302,MARS_20160801_20160831_32kHz,MARS_20160812_231624_resampled_32kHz.wav,105.0,110.0,orca_call,0.36715174
113136,MARS_20160801_20160831_32kHz,MARS_20160817_162625_resampled_32kHz.wav,475.0,480.0,orca_call,0.08624237
113298,MARS_20160801_20160831_32kHz,MARS_20160827_060337_resampled_32kHz.wav,85.0,90.0,orca_call,0.10014907
113315,MARS_20160801_20160831_32kHz,MARS_20160827_060337_resampled_32kHz.wav,170.0,175.0,orca_call,0.1577133
113333,MARS_20160801_20160831_32kHz,MARS_20160827_060337_resampled_32kHz.wav,260.0,265.0,orca_call,0.41530025
113383,MARS_20160801_20160831_32kHz,MARS_20160827_060337_resampled_32kHz.wav,510.0,515.0,orca_call,0.115750976
124807,MARS_20160801_20160831_32kHz,MARS_20160824_031321_resampled_32kHz.wav,30.0,35.0,orca_call,0.33049035
124907,MARS_20160801_20160831_32kHz,MARS_20160824_031321_resampled_32kHz.wav,530.0,535.0,orca_call,0.23977846
124909,MARS_20160801_20160831_32kHz,MARS_20160824_031321_resampled_32kHz.wav,540.0,545.0,orca_call,0.21057254
124912,MARS_20160801_20160831_32kHz,MARS_20160824_031321_resampled_32kHz.wav,555.0,560.0,orca_call,0.04258532
124914,MARS_20160801_20160831_32kHz,MARS_20160824_031321_resampled_32kHz.wav,565.0,570.0,orca_call,0.5642337
136324,MARS_20160801_20160831_32kHz,MARS_20160816_234626_resampled_32kHz.wav,15.0,20.0,orca_call,0.719651
136325,MARS_20160801_20160831_32kHz,MARS_20160816_234626_resampled_32kHz.wav,20.0,25.0,orca_call,0.097811885
136343,MARS_20160801_20160831_32kHz,MARS_20160816_234626_resampled_32kHz.wav,110.0,115.0,orca_call,0.36334392
136350,MARS_20160801_20160831_32kHz,MARS_20160816_234626_resampled_32kHz.wav,145.0,150.0,orca_call,0.9906297
174961,MARS_20160801_20160831_32kHz,MARS_20160824_032321_resampled_32kHz.wav,0.0,5.0,orca_call,0.12296394
174962,MARS_20160801_20160831_32kHz,MARS_20160824_032321_resampled_32kHz.wav,5.0,10.0,orca_call,0.020145655
174969,MARS_20160801_20160831_32kHz,MARS_20160824_032321_resampled_32kHz.wav,40.0,45.0,orca_call,0.23430073
174970,MARS_20160801_20160831_32kHz,MARS_20160824_032321_resampled_32kHz.wav,45.0,50.0,orca_call,0.14948985
174973,MARS_20160801_20160831_32kHz,MARS_20160824_032321_resampled_32kHz.wav,60.0,65.0,orca_call,0.40556675
175003,MARS_20160801_20160831_32kHz,MARS_20160824_032321_resampled_32kHz.wav,210.0,215.0,orca_call,0.50593746
175005,MARS_20160801_20160831_32kHz,MARS_20160824_032321_resampled_32kHz.wav,220.0,225.0,orca_call,0.020005561
175006,MARS_20160801_20160831_32kHz,MARS_20160824_032321_resampled_32kHz.wav,225.0,230.0,orca_call,0.5523287
175045,MARS_20160801_20160831_32kHz,MARS_20160824_032321_resampled_32kHz.wav,420.0,425.0,orca_call,0.09835326
182387,MARS_20160801_20160831_32kHz,MARS_20160825_190339_resampled_32kHz.wav,530.0,535.0,orca_call,2.2222695
183491,MARS_20160801_20160831_32kHz,MARS_20160818_145624_resampled_32kHz.wav,50.0,55.0,orca_call,1.3238511
188121,MARS_20160801_20160831_32kHz,MARS_20160816_191626_resampled_32kHz.wav,400.0,405.0,orca_call,0.1429573
188141,MARS_20160801_20160831_32kHz,MARS_20160816_191626_resampled_32kHz.wav,500.0,505.0,orca_call,0.04720851
192048,MARS_20160801_20160831_32kHz,MARS_20160810_153626_resampled_32kHz.wav,235.0,240.0,orca_call,0.08838075
196840,MARS_20160801_20160831_32kHz,MARS_20160813_155623_resampled_32kHz.wav,195.0,200.0,orca_call,0.08423231
198867,MARS_20160801_20160831_32kHz,MARS_20160803_085624_resampled_32kHz.wav,130.0,135.0,orca_call,0.20471984
198946,MARS_20160801_20160831_32kHz,MARS_20160803_085624_resampled_32kHz.wav,525.0,530.0,orca_call,0.12782809
199382,MARS_20160801_20160831_32kHz,MARS_20160812_144624_resampled_32kHz.wav,305.0,310.0,orca_call,0.1276364
201089,MARS_20160801_20160831_32kHz,MARS_20160812_130624_resampled_32kHz.wav,440.0,445.0,orca_call,0.12692496
213793,MARS_20160801_20160831_32kHz,MARS_20160828_164343_resampled_32kHz.wav,360.0,365.0,orca_call,1.8856322
