date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2019-01-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-10,141,84600.0,23.50,16920,97.9,0,NEAR-COMPLETE
2019-01-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-18,146,86922.0,24.14,17384,100.6,2,COMPLETE
2019-01-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-01-31,144,86400.0,24.00,17280,100.0,0,COMPLETE
