date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2016-06-01,145,86714.0,24.09,17342,100.4,1,COMPLETE
2016-06-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-03,133,79511.0,22.09,15902,92.0,1,NEAR-COMPLETE
2016-06-04,0,0.0,0.00,0,0.0,0,ABSENT
2016-06-05,0,0.0,0.00,0,0.0,0,ABSENT
2016-06-06,17,10200.0,2.83,2040,11.8,0,PARTIAL
2016-06-07,0,0.0,0.00,0,0.0,0,ABSENT
2016-06-08,40,24000.0,6.67,4800,27.8,0,PARTIAL
2016-06-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-10,145,86667.0,24.07,17333,100.3,1,COMPLETE
2016-06-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-13,140,83901.0,23.31,16780,97.1,1,NEAR-COMPLETE
2016-06-14,97,57400.0,15.94,11479,66.4,2,PARTIAL
2016-06-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-06-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
