date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2016-08-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-19,17,9683.0,2.69,1936,11.2,1,PARTIAL
2016-08-20,0,0.0,0.00,0,0.0,0,ABSENT
2016-08-21,0,0.0,0.00,0,0.0,0,ABSENT
2016-08-22,39,23400.0,6.50,4680,27.1,0,PARTIAL
2016-08-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-25,145,86402.0,24.00,17281,100.0,1,COMPLETE
2016-08-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-08-31,144,86400.0,24.00,17280,100.0,0,COMPLETE
