date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2015-11-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-02,144,86359.0,23.99,17272,100.0,1,COMPLETE
2015-11-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-04,138,82800.0,23.00,16560,95.8,0,NEAR-COMPLETE
2015-11-05,34,20400.0,5.67,4080,23.6,0,PARTIAL
2015-11-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-09,122,73200.0,20.33,14640,84.7,0,PARTIAL
2015-11-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-12,110,65418.0,18.17,13084,75.7,1,PARTIAL
2015-11-13,144,86166.0,23.93,17234,99.7,1,COMPLETE
2015-11-14,95,56728.0,15.76,11346,65.7,1,PARTIAL
2015-11-15,0,0.0,0.00,0,0.0,0,ABSENT
2015-11-16,28,16800.0,4.67,3360,19.4,0,PARTIAL
2015-11-17,144,85939.0,23.87,17188,99.5,1,NEAR-COMPLETE
2015-11-18,108,64525.0,17.92,12905,74.7,1,PARTIAL
2015-11-19,43,25800.0,7.17,5160,29.9,0,PARTIAL
2015-11-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-25,126,75600.0,21.00,15120,87.5,0,PARTIAL
2015-11-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-27,145,86089.0,23.91,17219,99.6,2,COMPLETE
2015-11-28,144,86180.0,23.94,17236,99.7,1,COMPLETE
2015-11-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-11-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
