date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2017-03-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-03-31,144,86400.0,24.00,17280,100.0,0,COMPLETE
