date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2018-06-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-18,94,56400.0,15.67,11280,65.3,0,PARTIAL
2018-06-19,0,0.0,0.00,0,0.0,0,ABSENT
2018-06-20,25,15000.0,4.17,3000,17.4,0,PARTIAL
2018-06-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-06-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
