date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2017-09-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-09-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
