date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2017-02-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-09,143,85391.0,23.72,17076,98.8,3,NEAR-COMPLETE
2017-02-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-16,96,57250.0,15.90,11450,66.3,1,PARTIAL
2017-02-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-02-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
