date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2017-10-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-04,145,86908.0,24.14,17381,100.6,1,COMPLETE
2017-10-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-17,144,85944.0,23.87,17188,99.5,1,NEAR-COMPLETE
2017-10-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-19,146,86667.0,24.07,17333,100.3,3,COMPLETE
2017-10-20,145,86265.0,23.96,17253,99.8,3,COMPLETE
2017-10-21,145,86208.0,23.95,17241,99.8,2,COMPLETE
2017-10-22,145,86253.0,23.96,17250,99.8,3,COMPLETE
2017-10-23,144,86139.0,23.93,17227,99.7,1,COMPLETE
2017-10-24,146,86383.0,24.00,17274,100.0,4,COMPLETE
2017-10-25,140,84000.0,23.33,16800,97.2,0,NEAR-COMPLETE
2017-10-26,145,86817.0,24.12,17363,100.5,1,COMPLETE
2017-10-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-10-30,144,86022.0,23.89,17204,99.6,2,NEAR-COMPLETE
2017-10-31,145,86486.0,24.02,17297,100.1,1,COMPLETE
