date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2018-01-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-04,140,84000.0,23.33,16800,97.2,0,NEAR-COMPLETE
2018-01-05,144,86284.0,23.97,17256,99.9,1,COMPLETE
2018-01-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-08,146,86338.0,23.98,17267,99.9,3,COMPLETE
2018-01-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-10,139,83400.0,23.17,16680,96.5,0,NEAR-COMPLETE
2018-01-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-13,139,83400.0,23.17,16680,96.5,0,NEAR-COMPLETE
2018-01-14,138,82800.0,23.00,16560,95.8,0,NEAR-COMPLETE
2018-01-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-16,138,82800.0,23.00,16560,95.8,0,NEAR-COMPLETE
2018-01-17,134,80400.0,22.33,16080,93.1,0,NEAR-COMPLETE
2018-01-18,132,79200.0,22.00,15840,91.7,0,NEAR-COMPLETE
2018-01-19,114,67869.0,18.85,13573,78.6,1,PARTIAL
2018-01-20,0,0.0,0.00,0,0.0,0,ABSENT
2018-01-21,0,0.0,0.00,0,0.0,0,ABSENT
2018-01-22,0,0.0,0.00,0,0.0,0,ABSENT
2018-01-23,23,13800.0,3.83,2760,16.0,0,PARTIAL
2018-01-24,132,78848.0,21.90,15769,91.3,1,PARTIAL
2018-01-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-26,144,85845.0,23.85,17169,99.4,1,NEAR-COMPLETE
2018-01-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-01-30,145,86478.0,24.02,17295,100.1,2,COMPLETE
2018-01-31,139,83400.0,23.17,16680,96.5,0,NEAR-COMPLETE
