date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2016-01-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-02,145,86150.0,23.93,17229,99.7,2,COMPLETE
2016-01-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-08,123,71033.0,19.73,14205,82.2,7,PARTIAL
2016-01-09,145,86468.0,24.02,17293,100.1,1,COMPLETE
2016-01-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-20,113,67716.0,18.81,13543,78.4,1,PARTIAL
2016-01-21,0,0.0,0.00,0,0.0,0,ABSENT
2016-01-22,0,0.0,0.00,0,0.0,0,ABSENT
2016-01-23,29,17400.0,4.83,3480,20.1,0,PARTIAL
2016-01-24,145,86365.0,23.99,17272,100.0,2,COMPLETE
2016-01-25,151,85764.0,23.82,17148,99.3,18,NEAR-COMPLETE
2016-01-26,150,86436.0,24.01,17282,100.0,14,COMPLETE
2016-01-27,146,85933.0,23.87,17184,99.5,7,NEAR-COMPLETE
2016-01-28,144,83806.0,23.28,16758,97.0,7,NEAR-COMPLETE
2016-01-29,139,82797.0,23.00,16558,95.8,3,NEAR-COMPLETE
2016-01-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-01-31,145,86524.0,24.03,17304,100.1,1,COMPLETE
