date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2019-05-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-05-30,146,86581.0,24.05,17316,100.2,2,COMPLETE
2019-05-31,144,86400.0,24.00,17280,100.0,0,COMPLETE
