date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2015-08-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-03,145,86277.0,23.97,17257,99.9,2,COMPLETE
2015-08-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-05,152,86574.0,24.05,17318,100.2,8,COMPLETE
2015-08-06,145,85807.0,23.84,17162,99.3,2,NEAR-COMPLETE
2015-08-07,74,43499.0,12.08,8701,50.3,3,PARTIAL
2015-08-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-12,143,85800.0,23.83,17160,99.3,0,NEAR-COMPLETE
2015-08-13,48,28800.0,8.00,5760,33.3,0,PARTIAL
2015-08-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-15,28,16800.0,4.67,3360,19.4,0,PARTIAL
2015-08-16,0,0.0,0.00,0,0.0,0,ABSENT
2015-08-17,45,26701.0,7.42,5341,30.9,1,PARTIAL
2015-08-18,137,82200.0,22.83,16440,95.1,0,NEAR-COMPLETE
2015-08-19,16,8678.0,2.41,1737,10.0,2,PARTIAL
2015-08-20,145,86005.0,23.89,17202,99.5,2,NEAR-COMPLETE
2015-08-21,122,73200.0,20.33,14640,84.7,0,PARTIAL
2015-08-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-26,145,86493.0,24.03,17299,100.1,1,COMPLETE
2015-08-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
2015-08-31,144,86400.0,24.00,17280,100.0,0,COMPLETE
