date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2019-02-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-02-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
