date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2019-04-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-03,127,76158.0,21.16,15231,88.1,1,PARTIAL
2019-04-04,0,0.0,0.00,0,0.0,0,ABSENT
2019-04-05,0,0.0,0.00,0,0.0,0,ABSENT
2019-04-06,0,0.0,0.00,0,0.0,0,ABSENT
2019-04-07,0,0.0,0.00,0,0.0,0,ABSENT
2019-04-08,0,0.0,0.00,0,0.0,0,ABSENT
2019-04-09,0,0.0,0.00,0,0.0,0,ABSENT
2019-04-10,36,20047.0,5.57,4009,23.2,3,PARTIAL
2019-04-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-13,144,86197.0,23.94,17239,99.8,1,COMPLETE
2019-04-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-26,145,86503.0,24.03,17300,100.1,1,COMPLETE
2019-04-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-04-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
