date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2016-10-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-19,52,30639.0,8.51,6127,35.5,1,PARTIAL
2016-10-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-21,146,86125.0,23.92,17224,99.7,3,COMPLETE
2016-10-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-23,41,24147.0,6.71,4829,27.9,1,PARTIAL
2016-10-24,0,0.0,0.00,0,0.0,0,ABSENT
2016-10-25,0,0.0,0.00,0,0.0,0,ABSENT
2016-10-26,0,0.0,0.00,0,0.0,0,ABSENT
2016-10-27,0,0.0,0.00,0,0.0,0,ABSENT
2016-10-28,0,0.0,0.00,0,0.0,0,ABSENT
2016-10-29,6,3600.0,1.00,720,4.2,0,PARTIAL
2016-10-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-10-31,144,86400.0,24.00,17280,100.0,0,COMPLETE
