date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2017-01-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-23,86,51452.0,14.29,10290,59.6,1,PARTIAL
2017-01-24,0,0.0,0.00,0,0.0,0,ABSENT
2017-01-25,26,15600.0,4.33,3120,18.1,0,PARTIAL
2017-01-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-01-31,144,86400.0,24.00,17280,100.0,0,COMPLETE
