date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2019-06-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-21,144,85316.4,23.70,17062,98.7,3,NEAR-COMPLETE
2019-06-22,22,12856.7,3.57,2571,14.9,1,PARTIAL
2019-06-23,0,0.0,0.00,0,0.0,0,ABSENT
2019-06-24,0,0.0,0.00,0,0.0,0,ABSENT
2019-06-25,0,0.0,0.00,0,0.0,0,ABSENT
2019-06-26,0,0.0,0.00,0,0.0,0,ABSENT
2019-06-27,17,9776.0,2.72,1955,11.3,1,PARTIAL
2019-06-28,145,85485.8,23.75,17096,98.9,4,NEAR-COMPLETE
2019-06-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2019-06-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
