date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2018-04-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-04-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
