date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2016-12-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-02,107,62387.0,17.33,12476,72.2,4,PARTIAL
2016-12-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-06,145,86491.0,24.03,17298,100.1,1,COMPLETE
2016-12-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-08,145,86750.0,24.10,17350,100.4,1,COMPLETE
2016-12-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-13,134,80390.0,22.33,16078,93.0,1,NEAR-COMPLETE
2016-12-14,141,83471.0,23.19,16695,96.6,2,NEAR-COMPLETE
2016-12-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-21,144,86394.0,24.00,17278,100.0,1,COMPLETE
2016-12-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-12-31,144,86400.0,24.00,17280,100.0,0,COMPLETE
