date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2017-12-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-19,145,86615.0,24.06,17323,100.2,1,COMPLETE
2017-12-20,145,86067.0,23.91,17212,99.6,3,COMPLETE
2017-12-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-22,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2017-12-30,145,86456.0,24.02,17291,100.1,1,COMPLETE
2017-12-31,144,86400.0,24.00,17280,100.0,0,COMPLETE
