date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2016-04-01,144,86227.0,23.95,17245,99.8,1,COMPLETE
2016-04-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-09,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-16,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-18,146,86757.0,24.10,17351,100.4,2,COMPLETE
2016-04-19,141,84600.0,23.50,16920,97.9,0,NEAR-COMPLETE
2016-04-20,120,71966.0,19.99,14393,83.3,1,PARTIAL
2016-04-21,146,86021.0,23.89,17204,99.6,3,NEAR-COMPLETE
2016-04-22,144,86337.0,23.98,17267,99.9,1,COMPLETE
2016-04-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-25,143,85466.0,23.74,17093,98.9,1,NEAR-COMPLETE
2016-04-26,146,85982.0,23.88,17195,99.5,5,NEAR-COMPLETE
2016-04-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-04-28,144,86287.0,23.97,17257,99.9,1,COMPLETE
2016-04-29,145,86591.0,24.05,17318,100.2,1,COMPLETE
2016-04-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
