date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2018-08-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-02,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-03,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-04,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-05,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-06,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-09,110,65957.0,18.32,13191,76.3,1,PARTIAL
2018-08-10,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-16,144,86279.0,23.97,17255,99.9,1,COMPLETE
2018-08-17,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-18,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-22,145,86729.0,24.09,17345,100.4,1,COMPLETE
2018-08-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-26,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
2018-08-31,144,86400.0,24.00,17280,100.0,0,COMPLETE
