date,files,seconds,hours,expected_windows,pct_of_day,short_files,note
2016-05-01,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-02,145,86459.0,24.02,17291,100.1,1,COMPLETE
2016-05-03,146,86303.0,23.97,17260,99.9,3,COMPLETE
2016-05-04,145,86537.0,24.04,17307,100.2,1,COMPLETE
2016-05-05,145,86312.0,23.98,17261,99.9,2,COMPLETE
2016-05-06,145,86195.0,23.94,17238,99.8,2,COMPLETE
2016-05-07,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-08,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-09,147,86189.0,23.94,17238,99.8,4,COMPLETE
2016-05-10,145,86849.0,24.12,17369,100.5,1,COMPLETE
2016-05-11,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-12,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-13,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-14,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-15,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-16,143,85800.0,23.83,17160,99.3,0,NEAR-COMPLETE
2016-05-17,145,85889.0,23.86,17178,99.4,2,NEAR-COMPLETE
2016-05-18,144,86357.0,23.99,17271,100.0,1,COMPLETE
2016-05-19,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-20,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-21,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-22,143,85800.0,23.83,17160,99.3,0,NEAR-COMPLETE
2016-05-23,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-24,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-25,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-26,145,86624.0,24.06,17324,100.3,1,COMPLETE
2016-05-27,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-28,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-29,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-30,144,86400.0,24.00,17280,100.0,0,COMPLETE
2016-05-31,144,86400.0,24.00,17280,100.0,0,COMPLETE
